Respondent,Employment,Country,EdLevel,OrgSize,DevType,YearsCode,Age1stCode,YearsCodePro,CareerSat,JobSat,ConvertedComp,WorkLoc,ImpSyn,Age,Gender,Trans,Sexuality,Ethnicity,Dependents,SurveyLength,SurveyEase
21407,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, front-end;Developer, full-stack;Developer, mobile;Product manager",13,27,11,Slightly satisfied,Slightly satisfied,97500,"Other place, such as a coworking space or cafe",A little above average,39,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21411,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Database administrator;Developer, full-stack",5,14,5,Very satisfied,Slightly satisfied,66000,Office,Average,34,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
21412,Employed full-time,Peru,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Data or business analyst;Developer, back-end;Developer, front-end;Developer, mobile;Student",11,25,11,Neither satisfied nor dissatisfied,Very dissatisfied,5412,Office,Far above average,30,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,Yes,Too long,Easy
21414,Employed full-time,Costa Rica,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, full-stack;Engineering manager;Product manager;System administrator",24,16,20,Very dissatisfied,Slightly satisfied,160000,"Other place, such as a coworking space or cafe",A little above average,39,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,No,Appropriate in length,Easy
21415,Employed full-time,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Academic researcher;Developer, back-end",10,18,4,Slightly satisfied,Very satisfied,14256,Office,A little above average,33,Man,,Straight / Heterosexual,Middle Eastern,No,Appropriate in length,Neither easy nor difficult
21418,Employed part-time,United States,Some college/university study without earning a degree,20 to 99 employees,"Academic researcher;Data scientist or machine learning specialist;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Scientist;Student;System administrator",10,8,4,Very satisfied,Very satisfied,144000,Office,Far above average,19,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21421,Employed full-time,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Academic researcher;Designer;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Educator",8,15,2,Slightly satisfied,Slightly satisfied,11472,Office,Average,25,Man,No,Bisexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21423,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Engineer, data",15,24,14,Very satisfied,Very satisfied,100000,Home,A little above average,40,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Neither easy nor difficult
21424,Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Developer, back-end",15,15,10,Very satisfied,Slightly satisfied,74474,Office,Far above average,31,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21425,Employed full-time,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, front-end;Developer, mobile",4,18,3,Slightly satisfied,Neither satisfied nor dissatisfied,11004,Office,Average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21426,Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","1,000 to 4,999 employees","Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",7,16,5,Very satisfied,Slightly satisfied,60725,Office,Far above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
21427,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, back-end",35,11,22,Very satisfied,Very satisfied,143932,Office,Far above average,46,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
21428,Employed full-time,Singapore,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, back-end;Developer, full-stack;Engineering manager;Marketing or sales professional",23,13,15,Very satisfied,Very satisfied,420616,Home,A little above average,40,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21429,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, back-end",5,18,1,Very satisfied,Very satisfied,12594,Office,Far above average,22,Man,No,Straight / Heterosexual,South Asian,No,Appropriate in length,Easy
21430,Employed full-time,Canada,Some college/university study without earning a degree,500 to 999 employees,"Developer, back-end;Developer, QA or test;DevOps specialist",12,9,8,Very satisfied,Very satisfied,,Office,A little above average,31,Man,No,Straight / Heterosexual,East Asian,No,Appropriate in length,Easy
21431,Employed full-time,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","5,000 to 9,999 employees","Developer, full-stack",1,15,Less than 1 year,Very satisfied,Very satisfied,4236,Office,Far below average,25,Man,No,Straight / Heterosexual,Middle Eastern,No,Appropriate in length,Easy
21432,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",11,16,3,Very satisfied,Very satisfied,75000,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21434,Employed full-time,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;System administrator",10,13,2,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,71097,Office,A little above average,,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21437,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics",7,18,3,Slightly satisfied,Slightly satisfied,39696,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
21439,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, full-stack",7,17,4,Slightly satisfied,Very satisfied,61000,Home,Far above average,26,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21444,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end",3,21,2,Very satisfied,Very satisfied,4200,Office,A little above average,24,Man,No,Straight / Heterosexual,East Asian,No,Too long,Neither easy nor difficult
21445,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Designer;Developer, back-end;Developer, front-end",15,30,15,Very satisfied,Slightly satisfied,95000,Office,Average,46,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21448,Employed full-time,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Developer, back-end;DevOps specialist",6,17,2,Very satisfied,Very satisfied,36664,Office,Average,24,Man,No,,White or of European descent,No,Too long,Neither easy nor difficult
21450,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Developer, full-stack;DevOps specialist;Student",10,13,5,Slightly dissatisfied,Neither satisfied nor dissatisfied,22915,"Other place, such as a coworking space or cafe",A little above average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21452,Employed full-time,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees",Academic researcher;Student,15,11,3,Slightly satisfied,Slightly satisfied,41244,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
21454,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, full-stack",6,10,6,Very satisfied,Very satisfied,,Office,Far above average,,Man,No,Straight / Heterosexual,East Asian,No,Too long,Easy
21457,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Academic researcher;Data scientist or machine learning specialist;Developer, back-end;Scientist",4,14,3,Slightly satisfied,Very dissatisfied,39229,Office,A little above average,25,Man,No,Gay or Lesbian,White or of European descent,No,Too short,Easy
21459,Employed full-time,France,Some college/university study without earning a degree,20 to 99 employees,"Designer;Developer, back-end;Developer, front-end;Developer, QA or test",18,7,13,Neither satisfied nor dissatisfied,Slightly satisfied,34368,Home,A little above average,31,Man,No,Bisexual;Straight / Heterosexual,Black or of African descent,Yes,Appropriate in length,Easy
21461,Employed full-time,Cuba,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Data or business analyst;Developer, QA or test;Engineer, data",10,19,5,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,6000,Office,A little above average,30,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,Yes,Too long,Easy
21463,Employed full-time,Ukraine,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,"Data or business analyst;Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",12,15,10,Slightly satisfied,Slightly satisfied,36000,Home,Average,30,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
21464,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, front-end;Developer, full-stack",33,7,20,Very satisfied,Very satisfied,98000,Home,Far above average,40,Woman,No,Bisexual,Middle Eastern,Yes,Appropriate in length,Easy
21465,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, full-stack",6,17,3,Slightly satisfied,Slightly dissatisfied,401012,Home,Average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21466,Employed full-time,Other Country (Not Listed Above),"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",4,21,2,Very satisfied,Very satisfied,13752,Home,A little above average,25,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
21468,Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack;DevOps specialist;Educator",17,11,2,Very satisfied,Very satisfied,701196,"Other place, such as a coworking space or cafe",Far above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Too short,Easy
21473,Employed full-time,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, desktop or enterprise applications;Developer, full-stack",4,22,4,Very satisfied,Very satisfied,33144,Office,Average,27,Man,No,,,Yes,Too long,Neither easy nor difficult
21476,Employed full-time,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, front-end",15,16,6,Slightly satisfied,Neither satisfied nor dissatisfied,,Home,A little above average,39,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Easy
21479,Employed full-time,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, front-end",6,13,2,Slightly dissatisfied,Neither satisfied nor dissatisfied,12596,"Other place, such as a coworking space or cafe",Average,26,Man,No,Straight / Heterosexual,South Asian,No,Too long,Neither easy nor difficult
21480,Employed full-time,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Developer, back-end;Developer, desktop or enterprise applications",3,25,3,Very satisfied,Very satisfied,48120,Home,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
21481,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, full-stack",8,13,2,Slightly satisfied,Slightly satisfied,79000,Office,A little above average,23,Man,No,Straight / Heterosexual,East Asian,No,Appropriate in length,Neither easy nor difficult
